Model,DPO2024
Firmware Version,1.52

Point Format,Y
Horizontal Units,Hz
Horizontal Scale,26040
Sample Interval,52.08
Filter Frequency,2e+08
Record Length,5000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,NONE
Vertical Offset,0
Vertical Scale,20
Label,
TIME,MATH
5.0101e+04,-71.0719
5.0153e+04,-73.0625
5.0205e+04,-75.05
5.0257e+04,-76.5563
5.0309e+04,-78.0594
5.0361e+04,-71.7844
5.0413e+04,-65.5094
5.0466e+04,-70.2812
5.0518e+04,-75.05
5.0570e+04,-73.0625
5.0622e+04,-71.0719
5.0674e+04,-74.5656
5.0726e+04,-78.0594
5.0778e+04,-74.5656
5.0830e+04,-71.0719
5.0882e+04,-71.0719
5.0934e+04,-71.0719
5.0986e+04,-74.5656
5.1038e+04,-78.0594
5.1090e+04,-74.5656
5.1143e+04,-71.0719
5.1195e+04,-74.5656
5.1247e+04,-78.0594
5.1299e+04,-72.4906
5.1351e+04,-66.9219
5.1403e+04,-72.4906
5.1455e+04,-78.0594
5.1507e+04,-73.5469
5.1559e+04,-69.0312
5.1611e+04,-73.5469
5.1663e+04,-78.0594
5.1715e+04,-75.05
5.1768e+04,-72.0406
5.1820e+04,-75.05
5.1872e+04,-78.0594
5.1924e+04,-74.5656
5.1976e+04,-71.0719
5.2028e+04,-74.5656
5.2080e+04,-78.0594
5.2132e+04,-73.5469
5.2184e+04,-69.0312
5.2236e+04,-73.5469
5.2288e+04,-78.0594
5.2340e+04,-78.0594
5.2392e+04,-78.0594
5.2445e+04,-74.5656
5.2497e+04,-71.0719
5.2549e+04,-73.0625
5.2601e+04,-75.05
5.2653e+04,-73.5469
5.2705e+04,-72.0406
5.2757e+04,-71.5563
5.2809e+04,-71.0719
5.2861e+04,-73.0625
5.2913e+04,-75.05
5.2965e+04,-72.0406
5.3017e+04,-69.0312
5.3070e+04,-73.5469
5.3122e+04,-78.0594
5.3174e+04,-75.05
5.3226e+04,-72.0406
5.3278e+04,-75.05
5.3330e+04,-78.0594
5.3382e+04,-74.5656
5.3434e+04,-71.0719
5.3486e+04,-74.5656
5.3538e+04,-78.0594
5.3590e+04,-74.5656
5.3642e+04,-71.0719
5.3694e+04,-74.5656
5.3747e+04,-78.0594
5.3799e+04,-73.5469
5.3851e+04,-69.0312
5.3903e+04,-73.5469
5.3955e+04,-78.0594
5.4007e+04,-73.0594
5.4059e+04,-68.0594
5.4111e+04,-73.0594
5.4163e+04,-78.0594
5.4215e+04,-78.0594
5.4267e+04,-78.0594
5.4319e+04,-76.5563
5.4372e+04,-75.05
5.4424e+04,-75.05
5.4476e+04,-75.05
5.4528e+04,-75.05
5.4580e+04,-75.05
5.4632e+04,-75.05
5.4684e+04,-75.05
5.4736e+04,-72.0406
5.4788e+04,-69.0312
5.4840e+04,-70.0531
5.4892e+04,-71.0719
5.4944e+04,-74.5656
5.4996e+04,-78.0594
5.5049e+04,-74.5656
5.5101e+04,-71.0719
5.5153e+04,-74.5656
5.5205e+04,-78.0594
5.5257e+04,-73.0594
5.5309e+04,-68.0594
5.5361e+04,-73.0594
5.5413e+04,-78.0594
5.5465e+04,-75.05
5.5517e+04,-72.0406
5.5569e+04,-71.5563
5.5621e+04,-71.0719
5.5674e+04,-74.5656
5.5726e+04,-78.0594
5.5778e+04,-74.5656
5.5830e+04,-71.0719
5.5882e+04,-71.5563
5.5934e+04,-72.0406
5.5986e+04,-71.5563
5.6038e+04,-71.0719
5.6090e+04,-71.0719
5.6142e+04,-71.0719
5.6194e+04,-73.0625
5.6246e+04,-75.05
5.6298e+04,-73.5469
5.6351e+04,-72.0406
5.6403e+04,-73.5469
5.6455e+04,-75.05
5.6507e+04,-72.0406
5.6559e+04,-69.0312
5.6611e+04,-72.0406
5.6663e+04,-75.05
5.6715e+04,-72.0406
5.6767e+04,-69.0312
5.6819e+04,-72.0406
5.6871e+04,-75.05
5.6923e+04,-73.0625
5.6976e+04,-71.0719
5.7028e+04,-74.5656
5.7080e+04,-78.0594
5.7132e+04,-76.5563
5.7184e+04,-75.05
5.7236e+04,-72.0406
5.7288e+04,-69.0312
5.7340e+04,-72.0406
5.7392e+04,-75.05
5.7444e+04,-76.5563
5.7496e+04,-78.0594
5.7548e+04,-74.5656
5.7600e+04,-71.0719
5.7653e+04,-73.0625
5.7705e+04,-75.05
5.7757e+04,-76.5563
5.7809e+04,-78.0594
5.7861e+04,-73.5469
5.7913e+04,-69.0312
5.7965e+04,-73.5469
5.8017e+04,-78.0594
5.8069e+04,-76.5563
5.8121e+04,-75.05
5.8173e+04,-75.05
5.8225e+04,-75.05
5.8278e+04,-72.0406
5.8330e+04,-69.0312
5.8382e+04,-70.5375
5.8434e+04,-72.0406
5.8486e+04,-73.5469
5.8538e+04,-75.05
5.8590e+04,-73.5469
5.8642e+04,-72.0406
5.8694e+04,-71.5563
5.8746e+04,-71.0719
5.8798e+04,-73.0625
5.8850e+04,-75.05
5.8902e+04,-73.0625
5.8955e+04,-71.0719
5.9007e+04,-74.5656
5.9059e+04,-78.0594
5.9111e+04,-73.5469
5.9163e+04,-69.0312
5.9215e+04,-73.5469
5.9267e+04,-78.0594
5.9319e+04,-73.0594
5.9371e+04,-68.0594
5.9423e+04,-73.0594
5.9475e+04,-78.0594
5.9527e+04,-76.5563
5.9580e+04,-75.05
5.9632e+04,-73.5469
5.9684e+04,-72.0406
5.9736e+04,-71.5563
5.9788e+04,-71.0719
5.9840e+04,-74.5656
5.9892e+04,-78.0594
5.9944e+04,-74.5656
5.9996e+04,-71.0719
6.0048e+04,-71.0719
6.0100e+04,-71.0719
6.0152e+04,-74.5656
6.0204e+04,-78.0594
6.0257e+04,-73.5469
6.0309e+04,-69.0312
6.0361e+04,-73.5469
6.0413e+04,-78.0594
6.0465e+04,-74.5656
6.0517e+04,-71.0719
6.0569e+04,-71.0719
6.0621e+04,-71.0719
6.0673e+04,-74.5656
6.0725e+04,-78.0594
6.0777e+04,-75.05
6.0829e+04,-72.0406
6.0882e+04,-73.5469
6.0934e+04,-75.05
6.0986e+04,-72.0406
6.1038e+04,-69.0312
6.1090e+04,-73.5469
6.1142e+04,-78.0594
6.1194e+04,-74.5656
6.1246e+04,-71.0719
6.1298e+04,-71.0719
6.1350e+04,-71.0719
6.1402e+04,-69.5656
6.1454e+04,-68.0594
6.1506e+04,-69.5656
6.1559e+04,-71.0719
6.1611e+04,-74.5656
6.1663e+04,-78.0594
6.1715e+04,-74.5656
6.1767e+04,-71.0719
6.1819e+04,-71.5563
6.1871e+04,-72.0406
6.1923e+04,-73.5469
6.1975e+04,-75.05
6.2027e+04,-75.05
6.2079e+04,-75.05
6.2131e+04,-75.05
6.2184e+04,-75.05
6.2236e+04,-75.05
6.2288e+04,-75.05
6.2340e+04,-73.0625
6.2392e+04,-71.0719
6.2444e+04,-71.0719
6.2496e+04,-71.0719
6.2548e+04,-74.5656
6.2600e+04,-78.0594
6.2652e+04,-72.4906
6.2704e+04,-66.9219
6.2756e+04,-72.4906
6.2808e+04,-78.0594
6.2861e+04,-72.4906
6.2913e+04,-66.9219
6.2965e+04,-70.9875
6.3017e+04,-75.05
6.3069e+04,-76.5563
6.3121e+04,-78.0594
6.3173e+04,-73.5469
6.3225e+04,-69.0312
6.3277e+04,-73.5469
6.3329e+04,-78.0594
6.3381e+04,-75.05
6.3433e+04,-72.0406
6.3486e+04,-71.5563
6.3538e+04,-71.0719
6.3590e+04,-71.0719
6.3642e+04,-71.0719
6.3694e+04,-73.0625
6.3746e+04,-75.05
6.3798e+04,-72.0406
6.3850e+04,-69.0312
6.3902e+04,-73.5469
6.3954e+04,-78.0594
6.4006e+04,-73.5469
6.4058e+04,-69.0312
6.4110e+04,-70.0531
6.4163e+04,-71.0719
6.4215e+04,-71.0719
6.4267e+04,-71.0719
6.4319e+04,-73.0625
6.4371e+04,-75.05
6.4423e+04,-75.05
6.4475e+04,-75.05
6.4527e+04,-73.0625
6.4579e+04,-71.0719
6.4631e+04,-71.5563
6.4683e+04,-72.0406
6.4735e+04,-75.05
6.4788e+04,-78.0594
6.4840e+04,-76.5563
6.4892e+04,-75.05
6.4944e+04,-75.05
6.4996e+04,-75.05
6.5048e+04,-75.05
6.5100e+04,-75.05
6.5152e+04,-75.05
6.5204e+04,-75.05
6.5256e+04,-76.5563
6.5308e+04,-78.0594
6.5360e+04,-78.0594
6.5412e+04,-78.0594
6.5465e+04,-78.0594
6.5517e+04,-78.0594
6.5569e+04,-73.5469
6.5621e+04,-69.0312
6.5673e+04,-73.5469
6.5725e+04,-78.0594
6.5777e+04,-73.2906
6.5829e+04,-68.5187
6.5881e+04,-68.5187
6.5933e+04,-68.5187
6.5985e+04,-73.2906
6.6037e+04,-78.0594
6.6090e+04,-78.0594
6.6142e+04,-78.0594
6.6194e+04,-76.5563
6.6246e+04,-75.05
6.6298e+04,-71.5563
6.6350e+04,-68.0594
6.6402e+04,-73.0594
6.6454e+04,-78.0594
6.6506e+04,-75.05
6.6558e+04,-72.0406
6.6610e+04,-71.5563
6.6662e+04,-71.0719
6.6714e+04,-74.5656
6.6767e+04,-78.0594
6.6819e+04,-74.5656
6.6871e+04,-71.0719
6.6923e+04,-74.5656
6.6975e+04,-78.0594
6.7027e+04,-73.0594
6.7079e+04,-68.0594
6.7131e+04,-73.0594
6.7183e+04,-78.0594
6.7235e+04,-76.5563
6.7287e+04,-75.05
6.7339e+04,-76.5563
6.7392e+04,-78.0594
6.7444e+04,-75.05
6.7496e+04,-72.0406
6.7548e+04,-72.0406
6.7600e+04,-72.0406
6.7652e+04,-73.5469
6.7704e+04,-75.05
6.7756e+04,-76.5563
6.7808e+04,-78.0594
6.7860e+04,-74.5656
6.7912e+04,-71.0719
6.7964e+04,-74.5656
6.8016e+04,-78.0594
6.8069e+04,-78.0594
6.8121e+04,-78.0594
6.8173e+04,-78.0594
6.8225e+04,-78.0594
6.8277e+04,-73.0594
6.8329e+04,-68.0594
6.8381e+04,-70.05
6.8433e+04,-72.0406
6.8485e+04,-75.05
6.8537e+04,-78.0594
6.8589e+04,-73.5469
6.8641e+04,-69.0312
6.8694e+04,-73.5469
6.8746e+04,-78.0594
6.8798e+04,-76.5563
6.8850e+04,-75.05
6.8902e+04,-76.5563
6.8954e+04,-78.0594
6.9006e+04,-78.0594
6.9058e+04,-78.0594
6.9110e+04,-76.5563
6.9162e+04,-75.05
6.9214e+04,-73.5469
6.9266e+04,-72.0406
6.9318e+04,-75.05
6.9371e+04,-78.0594
6.9423e+04,-76.5563
6.9475e+04,-75.05
6.9527e+04,-76.5563
6.9579e+04,-78.0594
6.9631e+04,-78.0594
6.9683e+04,-78.0594
6.9735e+04,-74.5656
6.9787e+04,-71.0719
6.9839e+04,-74.5656
6.9891e+04,-78.0594
6.9943e+04,-76.5563
6.9996e+04,-75.05
7.0048e+04,-75.05
7.0100e+04,-75.05
7.0152e+04,-75.05
7.0204e+04,-75.05
7.0256e+04,-75.05
7.0308e+04,-75.05
7.0360e+04,-76.5563
7.0412e+04,-78.0594
7.0464e+04,-75.05
7.0516e+04,-72.0406
7.0568e+04,-72.0406
7.0620e+04,-72.0406
7.0673e+04,-75.05
7.0725e+04,-78.0594
7.0777e+04,-78.0594
7.0829e+04,-78.0594
7.0881e+04,-76.5563
7.0933e+04,-75.05
7.0985e+04,-73.0625
7.1037e+04,-71.0719
7.1089e+04,-74.5656
7.1141e+04,-78.0594
7.1193e+04,-76.5563
7.1245e+04,-75.05
7.1298e+04,-75.05
7.1350e+04,-75.05
7.1402e+04,-75.05
7.1454e+04,-75.05
7.1506e+04,-75.05
7.1558e+04,-75.05
7.1610e+04,-76.5563
7.1662e+04,-78.0594
7.1714e+04,-78.0594
7.1766e+04,-78.0594
7.1818e+04,-78.0594
7.1870e+04,-78.0594
7.1922e+04,-78.0594
7.1975e+04,-78.0594
7.2027e+04,-78.0594
7.2079e+04,-78.0594
7.2131e+04,-74.5656
7.2183e+04,-71.0719
7.2235e+04,-74.5656
7.2287e+04,-78.0594
7.2339e+04,-73.2906
7.2391e+04,-68.5187
7.2443e+04,-68.2906
7.2495e+04,-68.0594
7.2547e+04,-71.5563
7.2600e+04,-75.05
7.2652e+04,-75.05
7.2704e+04,-75.05
7.2756e+04,-76.5563
7.2808e+04,-78.0594
7.2860e+04,-78.0594
7.2912e+04,-78.0594
7.2964e+04,-78.0594
7.3016e+04,-78.0594
7.3068e+04,-78.0594
7.3120e+04,-78.0594
7.3172e+04,-78.0594
7.3224e+04,-78.0594
7.3277e+04,-78.0594
7.3329e+04,-78.0594
7.3381e+04,-76.5563
7.3433e+04,-75.05
7.3485e+04,-75.05
7.3537e+04,-75.05
7.3589e+04,-73.5469
7.3641e+04,-72.0406
7.3693e+04,-73.5469
7.3745e+04,-75.05
7.3797e+04,-76.5563
7.3849e+04,-78.0594
7.3902e+04,-76.5563
7.3954e+04,-75.05
7.4006e+04,-75.05
7.4058e+04,-75.05
7.4110e+04,-73.0625
7.4162e+04,-71.0719
7.4214e+04,-74.5656
7.4266e+04,-78.0594
7.4318e+04,-78.0594
7.4370e+04,-78.0594
7.4422e+04,-75.05
7.4474e+04,-72.0406
7.4526e+04,-73.5469
7.4579e+04,-75.05
7.4631e+04,-76.5563
7.4683e+04,-78.0594
7.4735e+04,-78.0594
7.4787e+04,-78.0594
7.4839e+04,-75.05
7.4891e+04,-72.0406
7.4943e+04,-73.5469
7.4995e+04,-75.05
7.5047e+04,-76.5563
7.5099e+04,-78.0594
7.5151e+04,-74.5656
7.5204e+04,-71.0719
7.5256e+04,-73.0625
7.5308e+04,-75.05
7.5360e+04,-75.05
7.5412e+04,-75.05
7.5464e+04,-73.0625
7.5516e+04,-71.0719
7.5568e+04,-74.5656
7.5620e+04,-78.0594
7.5672e+04,-78.0594
7.5724e+04,-78.0594
7.5776e+04,-76.5563
7.5828e+04,-75.05
7.5881e+04,-73.5469
7.5933e+04,-72.0406
7.5985e+04,-75.05
7.6037e+04,-78.0594
7.6089e+04,-78.0594
7.6141e+04,-78.0594
7.6193e+04,-76.5563
7.6245e+04,-75.05
7.6297e+04,-76.5563
7.6349e+04,-78.0594
7.6401e+04,-74.5656
7.6453e+04,-71.0719
7.6506e+04,-73.0625
7.6558e+04,-75.05
7.6610e+04,-72.0406
7.6662e+04,-69.0312
7.6714e+04,-73.5469
7.6766e+04,-78.0594
7.6818e+04,-75.05
7.6870e+04,-72.0406
7.6922e+04,-70.2812
7.6974e+04,-68.5187
7.7026e+04,-73.2906
7.7078e+04,-78.0594
7.7130e+04,-78.0594
7.7183e+04,-78.0594
7.7235e+04,-78.0594
7.7287e+04,-78.0594
7.7339e+04,-74.5656
7.7391e+04,-71.0719
7.7443e+04,-71.5563
7.7495e+04,-72.0406
7.7547e+04,-75.05
7.7599e+04,-78.0594
7.7651e+04,-78.0594
7.7703e+04,-78.0594
7.7755e+04,-74.5656
7.7808e+04,-71.0719
7.7860e+04,-71.0719
7.7912e+04,-71.0719
7.7964e+04,-73.0625
7.8016e+04,-75.05
7.8068e+04,-75.05
7.8120e+04,-75.05
7.8172e+04,-73.0625
7.8224e+04,-71.0719
7.8276e+04,-74.5656
7.8328e+04,-78.0594
7.8380e+04,-78.0594
7.8432e+04,-78.0594
7.8485e+04,-73.0594
7.8537e+04,-68.0594
7.8589e+04,-73.0594
7.8641e+04,-78.0594
7.8693e+04,-74.5656
7.8745e+04,-71.0719
7.8797e+04,-74.5656
7.8849e+04,-78.0594
7.8901e+04,-74.5656
7.8953e+04,-71.0719
7.9005e+04,-74.5656
7.9057e+04,-78.0594
7.9110e+04,-74.5656
7.9162e+04,-71.0719
7.9214e+04,-74.5656
7.9266e+04,-78.0594
7.9318e+04,-78.0594
7.9370e+04,-78.0594
7.9422e+04,-73.0594
7.9474e+04,-68.0594
7.9526e+04,-73.0594
7.9578e+04,-78.0594
7.9630e+04,-72.4906
7.9682e+04,-66.9219
7.9734e+04,-72.4906
7.9787e+04,-78.0594
7.9839e+04,-73.0594
7.9891e+04,-68.0594
7.9943e+04,-73.0594
7.9995e+04,-78.0594
8.0047e+04,-75.05
8.0099e+04,-72.0406
8.0151e+04,-73.5469
8.0203e+04,-75.05
8.0255e+04,-76.5563
8.0307e+04,-78.0594
8.0359e+04,-74.5656
8.0412e+04,-71.0719
8.0464e+04,-71.0719
8.0516e+04,-71.0719
8.0568e+04,-74.5656
8.0620e+04,-78.0594
8.0672e+04,-74.5656
8.0724e+04,-71.0719
8.0776e+04,-73.0625
8.0828e+04,-75.05
8.0880e+04,-73.5469
8.0932e+04,-72.0406
8.0984e+04,-75.05
8.1036e+04,-78.0594
8.1089e+04,-78.0594
8.1141e+04,-78.0594
8.1193e+04,-74.5656
8.1245e+04,-71.0719
8.1297e+04,-74.5656
8.1349e+04,-78.0594
8.1401e+04,-76.5563
8.1453e+04,-75.05
8.1505e+04,-75.05
8.1557e+04,-75.05
8.1609e+04,-76.5563
8.1661e+04,-78.0594
8.1714e+04,-74.5656
8.1766e+04,-71.0719
8.1818e+04,-74.5656
8.1870e+04,-78.0594
8.1922e+04,-78.0594
8.1974e+04,-78.0594
8.2026e+04,-73.5469
8.2078e+04,-69.0312
8.2130e+04,-72.0406
8.2182e+04,-75.05
8.2234e+04,-73.5469
8.2286e+04,-72.0406
8.2338e+04,-73.5469
8.2391e+04,-75.05
8.2443e+04,-73.0625
8.2495e+04,-71.0719
8.2547e+04,-71.0719
8.2599e+04,-71.0719
8.2651e+04,-71.0719
8.2703e+04,-71.0719
8.2755e+04,-74.5656
8.2807e+04,-78.0594
8.2859e+04,-74.5656
8.2911e+04,-71.0719
8.2963e+04,-74.5656
8.3016e+04,-78.0594
8.3068e+04,-74.5656
8.3120e+04,-71.0719
8.3172e+04,-74.5656
8.3224e+04,-78.0594
8.3276e+04,-74.5656
8.3328e+04,-71.0719
8.3380e+04,-70.0531
8.3432e+04,-69.0312
8.3484e+04,-73.5469
8.3536e+04,-78.0594
8.3588e+04,-73.0594
8.3640e+04,-68.0594
8.3693e+04,-71.5563
8.3745e+04,-75.05
8.3797e+04,-76.5563
8.3849e+04,-78.0594
8.3901e+04,-78.0594
8.3953e+04,-78.0594
8.4005e+04,-74.5656
8.4057e+04,-71.0719
8.4109e+04,-71.5563
8.4161e+04,-72.0406
8.4213e+04,-71.5563
8.4265e+04,-71.0719
8.4318e+04,-70.0531
8.4370e+04,-69.0312
8.4422e+04,-73.5469
8.4474e+04,-78.0594
8.4526e+04,-74.5656
8.4578e+04,-71.0719
8.4630e+04,-74.5656
8.4682e+04,-78.0594
8.4734e+04,-78.0594
8.4786e+04,-78.0594
8.4838e+04,-72.4906
8.4890e+04,-66.9219
8.4942e+04,-72.4906
8.4995e+04,-78.0594
8.5047e+04,-75.05
8.5099e+04,-72.0406
8.5151e+04,-71.5563
8.5203e+04,-71.0719
8.5255e+04,-68.9969
8.5307e+04,-66.9219
8.5359e+04,-72.4906
8.5411e+04,-78.0594
8.5463e+04,-73.0594
8.5515e+04,-68.0594
8.5567e+04,-71.5563
8.5620e+04,-75.05
8.5672e+04,-75.05
8.5724e+04,-75.05
8.5776e+04,-76.5563
8.5828e+04,-78.0594
8.5880e+04,-74.5656
8.5932e+04,-71.0719
8.5984e+04,-74.5656
8.6036e+04,-78.0594
8.6088e+04,-76.5563
8.6140e+04,-75.05
8.6192e+04,-71.5563
8.6244e+04,-68.0594
8.6297e+04,-73.0594
8.6349e+04,-78.0594
8.6401e+04,-76.5563
8.6453e+04,-75.05
8.6505e+04,-75.05
8.6557e+04,-75.05
8.6609e+04,-73.0625
8.6661e+04,-71.0719
8.6713e+04,-74.5656
8.6765e+04,-78.0594
8.6817e+04,-76.5563
8.6869e+04,-75.05
8.6922e+04,-73.0625
8.6974e+04,-71.0719
8.7026e+04,-73.0625
8.7078e+04,-75.05
8.7130e+04,-73.5469
8.7182e+04,-72.0406
8.7234e+04,-71.5563
8.7286e+04,-71.0719
8.7338e+04,-74.5656
8.7390e+04,-78.0594
8.7442e+04,-74.5656
8.7494e+04,-71.0719
8.7546e+04,-73.0625
8.7599e+04,-75.05
8.7651e+04,-76.5563
8.7703e+04,-78.0594
8.7755e+04,-78.0594
8.7807e+04,-78.0594
8.7859e+04,-74.5656
8.7911e+04,-71.0719
8.7963e+04,-74.5656
8.8015e+04,-78.0594
8.8067e+04,-74.5656
8.8119e+04,-71.0719
8.8171e+04,-74.5656
8.8224e+04,-78.0594
8.8276e+04,-73.5469
8.8328e+04,-69.0312
8.8380e+04,-70.0531
8.8432e+04,-71.0719
8.8484e+04,-74.5656
8.8536e+04,-78.0594
8.8588e+04,-74.5656
8.8640e+04,-71.0719
8.8692e+04,-74.5656
8.8744e+04,-78.0594
8.8796e+04,-76.5563
8.8848e+04,-75.05
8.8901e+04,-76.5563
8.8953e+04,-78.0594
8.9005e+04,-76.5563
8.9057e+04,-75.05
8.9109e+04,-75.05
8.9161e+04,-75.05
8.9213e+04,-73.0625
8.9265e+04,-71.0719
8.9317e+04,-73.0625
8.9369e+04,-75.05
8.9421e+04,-75.05
8.9473e+04,-75.05
8.9526e+04,-75.05
8.9578e+04,-75.05
8.9630e+04,-75.05
8.9682e+04,-75.05
8.9734e+04,-76.5563
8.9786e+04,-78.0594
8.9838e+04,-78.0594
8.9890e+04,-78.0594
8.9942e+04,-74.5656
8.9994e+04,-71.0719
9.0046e+04,-74.5656
9.0098e+04,-78.0594
9.0150e+04,-76.5563
9.0203e+04,-75.05
9.0255e+04,-72.0406
9.0307e+04,-69.0312
9.0359e+04,-73.5469
9.0411e+04,-78.0594
9.0463e+04,-76.5563
9.0515e+04,-75.05
9.0567e+04,-73.0625
9.0619e+04,-71.0719
9.0671e+04,-74.5656
9.0723e+04,-78.0594
9.0775e+04,-78.0594
9.0828e+04,-78.0594
9.0880e+04,-74.5656
9.0932e+04,-71.0719
9.0984e+04,-74.5656
9.1036e+04,-78.0594
9.1088e+04,-75.05
9.1140e+04,-72.0406
9.1192e+04,-71.5563
9.1244e+04,-71.0719
9.1296e+04,-73.0625
9.1348e+04,-75.05
9.1400e+04,-75.05
9.1452e+04,-75.05
9.1505e+04,-75.05
9.1557e+04,-75.05
9.1609e+04,-75.05
9.1661e+04,-75.05
9.1713e+04,-76.5563
9.1765e+04,-78.0594
9.1817e+04,-76.5563
9.1869e+04,-75.05
9.1921e+04,-73.0625
9.1973e+04,-71.0719
9.2025e+04,-73.0625
9.2077e+04,-75.05
9.2130e+04,-76.5563
9.2182e+04,-78.0594
9.2234e+04,-76.5563
9.2286e+04,-75.05
9.2338e+04,-76.5563
9.2390e+04,-78.0594
9.2442e+04,-78.0594
9.2494e+04,-78.0594
9.2546e+04,-78.0594
9.2598e+04,-78.0594
9.2650e+04,-76.5563
9.2702e+04,-75.05
9.2754e+04,-75.05
9.2807e+04,-75.05
9.2859e+04,-75.05
9.2911e+04,-75.05
9.2963e+04,-76.5563
9.3015e+04,-78.0594
9.3067e+04,-73.5469
9.3119e+04,-69.0312
9.3171e+04,-73.5469
9.3223e+04,-78.0594
9.3275e+04,-76.5563
9.3327e+04,-75.05
9.3379e+04,-76.5563
9.3432e+04,-78.0594
9.3484e+04,-76.5563
9.3536e+04,-75.05
9.3588e+04,-73.0625
9.3640e+04,-71.0719
9.3692e+04,-73.0625
9.3744e+04,-75.05
9.3796e+04,-73.0625
9.3848e+04,-71.0719
9.3900e+04,-71.5563
9.3952e+04,-72.0406
9.4004e+04,-73.5469
9.4056e+04,-75.05
9.4109e+04,-73.0625
9.4161e+04,-71.0719
9.4213e+04,-74.5656
9.4265e+04,-78.0594
9.4317e+04,-76.5563
9.4369e+04,-75.05
9.4421e+04,-76.5563
9.4473e+04,-78.0594
9.4525e+04,-74.5656
9.4577e+04,-71.0719
9.4629e+04,-74.5656
9.4681e+04,-78.0594
9.4734e+04,-73.5469
9.4786e+04,-69.0312
9.4838e+04,-73.5469
9.4890e+04,-78.0594
9.4942e+04,-76.5563
9.4994e+04,-75.05
9.5046e+04,-76.5563
9.5098e+04,-78.0594
9.5150e+04,-73.0594
9.5202e+04,-68.0594
9.5254e+04,-71.5563
9.5306e+04,-75.05
9.5358e+04,-76.5563
9.5411e+04,-78.0594
9.5463e+04,-78.0594
9.5515e+04,-78.0594
9.5567e+04,-78.0594
9.5619e+04,-78.0594
9.5671e+04,-78.0594
9.5723e+04,-78.0594
9.5775e+04,-72.4906
9.5827e+04,-66.9219
9.5879e+04,-72.4906
9.5931e+04,-78.0594
9.5983e+04,-74.5656
9.6036e+04,-71.0719
9.6088e+04,-74.5656
9.6140e+04,-78.0594
9.6192e+04,-75.05
9.6244e+04,-72.0406
9.6296e+04,-73.5469
9.6348e+04,-75.05
9.6400e+04,-73.0625
9.6452e+04,-71.0719
9.6504e+04,-74.5656
9.6556e+04,-78.0594
9.6608e+04,-74.5656
9.6660e+04,-71.0719
9.6713e+04,-71.0719
9.6765e+04,-71.0719
9.6817e+04,-74.5656
9.6869e+04,-78.0594
9.6921e+04,-78.0594
9.6973e+04,-78.0594
9.7025e+04,-75.05
9.7077e+04,-72.0406
9.7129e+04,-72.0406
9.7181e+04,-72.0406
9.7233e+04,-70.2812
9.7285e+04,-68.5187
9.7338e+04,-70.2812
9.7390e+04,-72.0406
9.7442e+04,-75.05
9.7494e+04,-78.0594
9.7546e+04,-76.5563
9.7598e+04,-75.05
9.7650e+04,-72.0406
9.7702e+04,-69.0312
9.7754e+04,-73.5469
9.7806e+04,-78.0594
9.7858e+04,-74.5656
9.7910e+04,-71.0719
9.7962e+04,-73.0625
9.8015e+04,-75.05
9.8067e+04,-73.5469
9.8119e+04,-72.0406
9.8171e+04,-75.05
9.8223e+04,-78.0594
9.8275e+04,-76.5563
9.8327e+04,-75.05
9.8379e+04,-76.5563
9.8431e+04,-78.0594
9.8483e+04,-74.5656
9.8535e+04,-71.0719
9.8587e+04,-74.5656
9.8640e+04,-78.0594
9.8692e+04,-74.5656
9.8744e+04,-71.0719
9.8796e+04,-74.5656
9.8848e+04,-78.0594
9.8900e+04,-78.0594
9.8952e+04,-78.0594
9.9004e+04,-76.5563
9.9056e+04,-75.05
9.9108e+04,-76.5563
9.9160e+04,-78.0594
9.9212e+04,-74.5656
9.9264e+04,-71.0719
9.9317e+04,-74.5656
9.9369e+04,-78.0594
9.9421e+04,-76.5563
9.9473e+04,-75.05
9.9525e+04,-75.05
9.9577e+04,-75.05
9.9629e+04,-73.5469
9.9681e+04,-72.0406
9.9733e+04,-73.5469
9.9785e+04,-75.05
9.9837e+04,-52.5562
9.9889e+04,-30.0594
9.9942e+04,-27.0906
9.9994e+04,-24.1219
1.0005e+05,-27.1469
1.0010e+05,-30.1687
1.0015e+05,-52.6094
1.0020e+05,-75.05
1.0025e+05,-76.5563
1.0031e+05,-78.0594
1.0036e+05,-76.5563
1.0041e+05,-75.05
1.0046e+05,-75.05
1.0051e+05,-75.05
1.0057e+05,-75.05
1.0062e+05,-75.05
1.0067e+05,-72.0406
1.0072e+05,-69.0312
1.0077e+05,-73.5469
1.0083e+05,-78.0594
1.0088e+05,-76.5563
1.0093e+05,-75.05
1.0098e+05,-75.05
1.0104e+05,-75.05
1.0109e+05,-73.0625
1.0114e+05,-71.0719
1.0119e+05,-74.5656
1.0124e+05,-78.0594
1.0130e+05,-73.5469
1.0135e+05,-69.0312
1.0140e+05,-73.5469
1.0145e+05,-78.0594
1.0150e+05,-78.0594
1.0156e+05,-78.0594
1.0161e+05,-78.0594
1.0166e+05,-78.0594
1.0171e+05,-76.5563
1.0176e+05,-75.05
1.0182e+05,-73.0625
1.0187e+05,-71.0719
1.0192e+05,-74.5656
1.0197e+05,-78.0594
1.0202e+05,-78.0594
1.0208e+05,-78.0594
1.0213e+05,-74.5656
1.0218e+05,-71.0719
1.0223e+05,-71.5563
