Model,DPO2024
1.3593e+03,-72.0406
1.3645e+03,-69.0312
1.3697e+03,-72.0406
1.3749e+03,-75.05
1.3801e+03,-70.9875
1.3853e+03,-66.9219
1.3905e+03,-68.9969
1.3957e+03,-71.0719
1.4010e+03,-68.9969
1.4062e+03,-66.9219
1.4114e+03,-67.4906
1.4166e+03,-68.0594
1.4218e+03,-68.0594
1.4270e+03,-68.0594
1.4322e+03,-69.5656
1.4374e+03,-71.0719
1.4426e+03,-71.0719
1.4478e+03,-71.0719
1.4530e+03,-69.5656
1.4582e+03,-68.0594
1.4634e+03,-71.5563
1.4687e+03,-75.05
1.4739e+03,-70.9875
1.4791e+03,-66.9219
1.4843e+03,-68.9969
1.4895e+03,-71.0719
1.4947e+03,-70.0531
1.4999e+03,-69.0312
1.5051e+03,-69.0312
1.5103e+03,-69.0312
1.5155e+03,-70.0531
1.5207e+03,-71.0719
1.5259e+03,-70.0531
1.5312e+03,-69.0312
1.5364e+03,-69.0312
1.5416e+03,-69.0312
1.5468e+03,-70.0531
1.5520e+03,-71.0719
1.5572e+03,-68.9969
1.5624e+03,-66.9219
1.5676e+03,-67.4906
1.5728e+03,-68.0594
1.5780e+03,-68.0594
1.5832e+03,-68.0594
1.5884e+03,-68.5469
1.5936e+03,-69.0312
1.5989e+03,-72.0406
1.6041e+03,-75.05
1.6093e+03,-70.05
1.6145e+03,-65.05
1.6197e+03,-68.0625
1.6249e+03,-71.0719
1.6301e+03,-73.0625
1.6353e+03,-75.05
1.6405e+03,-72.0406
1.6457e+03,-69.0312
1.6509e+03,-70.0531
1.6561e+03,-71.0719
1.6614e+03,-70.0531
1.6666e+03,-69.0312
1.6718e+03,-70.0531
1.6770e+03,-71.0719
1.6822e+03,-68.2906
1.6874e+03,-65.5094
1.6926e+03,-68.2906
1.6978e+03,-71.0719
1.7030e+03,-68.2906
1.7082e+03,-65.5094
1.7134e+03,-68.2906
1.7186e+03,-71.0719
1.7238e+03,-71.0719
1.7291e+03,-71.0719
1.7343e+03,-68.2906
1.7395e+03,-65.5094
1.7447e+03,-70.2812
1.7499e+03,-75.05
1.7551e+03,-70.9875
1.7603e+03,-66.9219
1.7655e+03,-69.4813
1.7707e+03,-72.0406
1.7759e+03,-71.5563
1.7811e+03,-71.0719
1.7863e+03,-68.9969
1.7916e+03,-66.9219
1.7968e+03,-66.9219
1.8020e+03,-66.9219
1.8072e+03,-67.4906
1.8124e+03,-68.0594
1.8176e+03,-69.5656
1.8228e+03,-71.0719
1.8280e+03,-69.5656
1.8332e+03,-68.0594
1.8384e+03,-68.0594
1.8436e+03,-68.0594
1.8488e+03,-70.05
1.8540e+03,-72.0406
1.8593e+03,-70.05
1.8645e+03,-68.0594
1.8697e+03,-68.5469
1.8749e+03,-69.0312
1.8801e+03,-69.0312
1.8853e+03,-69.0312
1.8905e+03,-72.0406
1.8957e+03,-75.05
1.9009e+03,-72.0406
1.9061e+03,-69.0312
1.9113e+03,-69.0312
1.9165e+03,-69.0312
1.9218e+03,-70.0531
1.9270e+03,-71.0719
1.9322e+03,-69.5656
1.9374e+03,-68.0594
1.9426e+03,-68.5469
1.9478e+03,-69.0312
1.9530e+03,-68.5469
1.9582e+03,-68.0594
1.9634e+03,-68.0594
1.9686e+03,-68.0594
1.9738e+03,-68.0594
1.9790e+03,-68.0594
1.9842e+03,-71.5563
1.9895e+03,-75.05
1.9947e+03,-70.2812
1.9999e+03,-65.5094
2.0051e+03,-68.2906
2.0103e+03,-71.0719
2.0155e+03,-71.0719
2.0207e+03,-71.0719
2.0259e+03,-68.9969
2.0311e+03,-66.9219
2.0363e+03,-67.9781
2.0415e+03,-69.0312
2.0467e+03,-72.0406
2.0520e+03,-75.05
2.0572e+03,-72.0406
2.0624e+03,-69.0312
2.0676e+03,-67.9781
2.0728e+03,-66.9219
2.0780e+03,-70.9875
2.0832e+03,-75.05
2.0884e+03,-72.0406
2.0936e+03,-69.0312
2.0988e+03,-69.0312
2.1040e+03,-69.0312
2.1092e+03,-69.0312
2.1144e+03,-69.0312
2.1197e+03,-70.5375
2.1249e+03,-72.0406
2.1301e+03,-68.775
2.1353e+03,-65.5094
2.1405e+03,-68.2906
2.1457e+03,-71.0719
2.1509e+03,-70.0531
2.1561e+03,-69.0312
2.1613e+03,-72.0406
2.1665e+03,-75.05
2.1717e+03,-71.5563
2.1769e+03,-68.0594
2.1822e+03,-68.2906
2.1874e+03,-68.5187
2.1926e+03,-71.7844
2.1978e+03,-75.05
2.2030e+03,-70.4031
2.2082e+03,-65.7562
2.2134e+03,-68.9
2.2186e+03,-72.0406
2.2238e+03,-71.5563
2.2290e+03,-71.0719
2.2342e+03,-70.0531
2.2394e+03,-69.0312
2.2446e+03,-70.0531
2.2499e+03,-71.0719
2.2551e+03,-71.0719
2.2603e+03,-71.0719
2.2655e+03,-71.5563
2.2707e+03,-72.0406
2.2759e+03,-69.4813
2.2811e+03,-66.9219
2.2863e+03,-70.9875
2.2915e+03,-75.05
2.2967e+03,-73.0625
2.3019e+03,-71.0719
2.3071e+03,-69.5656
2.3124e+03,-68.0594
2.3176e+03,-71.5563
2.3228e+03,-75.05
2.3280e+03,-71.5563
2.3332e+03,-68.0594
2.3384e+03,-67.4906
2.3436e+03,-66.9219
2.3488e+03,-72.4906
2.3540e+03,-78.0594
2.3592e+03,-73.5469
2.3644e+03,-69.0312
2.3696e+03,-69.0312
2.3748e+03,-69.0312
2.3801e+03,-69.0312
2.3853e+03,-69.0312
2.3905e+03,-69.0312
2.3957e+03,-69.0312
2.4009e+03,-72.0406
2.4061e+03,-75.05
2.4113e+03,-72.0406
2.4165e+03,-69.0312
2.4217e+03,-67.9781
2.4269e+03,-66.9219
2.4321e+03,-68.9969
2.4373e+03,-71.0719
2.4426e+03,-73.0625
2.4478e+03,-75.05
2.4530e+03,-75.05
2.4582e+03,-75.05
2.4634e+03,-70.2812
2.4686e+03,-65.5094
2.4738e+03,-70.2812
2.4790e+03,-75.05
2.4842e+03,-72.0406
2.4894e+03,-69.0312
2.4946e+03,-73.5469
2.4998e+03,-78.0594
2.5050e+03,-71.7844
2.5103e+03,-65.5094
2.5155e+03,-70.2812
2.5207e+03,-75.05
2.5259e+03,-73.0625
2.5311e+03,-71.0719
2.5363e+03,-73.0625
2.5415e+03,-75.05
2.5467e+03,-71.5563
2.5519e+03,-68.0594
2.5571e+03,-68.2906
2.5623e+03,-68.5187
2.5675e+03,-69.7969
2.5728e+03,-71.0719
2.5780e+03,-73.0625
2.5832e+03,-75.05
2.5884e+03,-70.9875
2.5936e+03,-66.9219
2.5988e+03,-72.4906
2.6040e+03,-78.0594
2.6092e+03,-72.4906
2.6144e+03,-66.9219
2.6196e+03,-72.4906
2.6248e+03,-78.0594
2.6300e+03,-76.5563
2.6352e+03,-75.05
2.6405e+03,-72.0406
2.6457e+03,-69.0312
2.6509e+03,-70.0531
2.6561e+03,-71.0719
2.6613e+03,-71.0719
2.6665e+03,-71.0719
2.6717e+03,-70.0531
2.6769e+03,-69.0312
2.6821e+03,-69.0312
2.6873e+03,-69.0312
2.6925e+03,-69.0312
2.6977e+03,-69.0312
2.7030e+03,-68.5469
2.7082e+03,-68.0594
2.7134e+03,-73.0594
2.7186e+03,-78.0594
2.7238e+03,-73.5469
2.7290e+03,-69.0312
2.7342e+03,-69.0312
2.7394e+03,-69.0312
2.7446e+03,-72.0406
2.7498e+03,-75.05
2.7550e+03,-72.0406
2.7602e+03,-69.0312
2.7654e+03,-67.9781
2.7707e+03,-66.9219
2.7759e+03,-70.9875
2.7811e+03,-75.05
2.7863e+03,-72.0406
2.7915e+03,-69.0312
2.7967e+03,-70.0531
2.8019e+03,-71.0719
2.8071e+03,-71.0719
2.8123e+03,-71.0719
2.8175e+03,-70.0531
2.8227e+03,-69.0312
2.8279e+03,-67.9781
2.8332e+03,-66.9219
2.8384e+03,-72.4906
2.8436e+03,-78.0594
2.8488e+03,-73.5469
2.8540e+03,-69.0312
2.8592e+03,-70.0531
2.8644e+03,-71.0719
2.8696e+03,-71.0719
2.8748e+03,-71.0719
2.8800e+03,-73.0625
2.8852e+03,-75.05
2.8904e+03,-70.9875
2.8956e+03,-66.9219
2.9009e+03,-68.9969
2.9061e+03,-71.0719
2.9113e+03,-71.0719
2.9165e+03,-71.0719
2.9217e+03,-71.0719
2.9269e+03,-71.0719
2.9321e+03,-70.0531
2.9373e+03,-69.0312
2.9425e+03,-72.0406
2.9477e+03,-75.05
2.9529e+03,-73.0625
2.9581e+03,-71.0719
2.9634e+03,-73.0625
2.9686e+03,-75.05
2.9738e+03,-70.9875
2.9790e+03,-66.9219
2.9842e+03,-72.4906
2.9894e+03,-78.0594
2.9946e+03,-72.4906
2.9998e+03,-66.9219
3.0050e+03,-68.9969
3.0102e+03,-71.0719
3.0154e+03,-70.0531
3.0206e+03,-69.0312
3.0258e+03,-70.0531
3.0311e+03,-71.0719
3.0363e+03,-70.0531
3.0415e+03,-69.0312
3.0467e+03,-73.5469
3.0519e+03,-78.0594
3.0571e+03,-72.4906
3.0623e+03,-66.9219
3.0675e+03,-68.9969
3.0727e+03,-71.0719
3.0779e+03,-74.5656
3.0831e+03,-78.0594
3.0883e+03,-71.7844
3.0936e+03,-65.5094
3.0988e+03,-68.775
3.1040e+03,-72.0406
3.1092e+03,-71.5563
3.1144e+03,-71.0719
3.1196e+03,-73.0625
3.1248e+03,-75.05
3.1300e+03,-73.0625
3.1352e+03,-71.0719
3.1404e+03,-70.0531
3.1456e+03,-69.0312
3.1508e+03,-72.0406
3.1560e+03,-75.05
3.1613e+03,-71.5563
3.1665e+03,-68.0594
3.1717e+03,-73.0594
3.1769e+03,-78.0594
3.1821e+03,-74.5656
3.1873e+03,-71.0719
3.1925e+03,-69.5656
3.1977e+03,-68.0594
3.2029e+03,-68.2906
3.2081e+03,-68.5187
3.2133e+03,-68.2906
3.2185e+03,-68.0594
3.2238e+03,-71.5563
3.2290e+03,-75.05
3.2342e+03,-72.0406
3.2394e+03,-69.0312
3.2446e+03,-72.0406
3.2498e+03,-75.05
3.2550e+03,-73.0625
3.2602e+03,-71.0719
3.2654e+03,-70.0531
3.2706e+03,-69.0312
3.2758e+03,-70.0531
3.2810e+03,-71.0719
3.2862e+03,-73.0625
3.2915e+03,-75.05
3.2967e+03,-70.4031
3.3019e+03,-65.7562
3.3071e+03,-71.9094
3.3123e+03,-78.0594
3.3175e+03,-73.5469
3.3227e+03,-69.0312
3.3279e+03,-72.0406
3.3331e+03,-75.05
3.3383e+03,-73.0625
3.3435e+03,-71.0719
3.3487e+03,-73.0625
3.3540e+03,-75.05
3.3592e+03,-73.5469
3.3644e+03,-72.0406
3.3696e+03,-71.5563
3.3748e+03,-71.0719
3.3800e+03,-70.0531
3.3852e+03,-69.0312
3.3904e+03,-70.5375
3.3956e+03,-72.0406
3.4008e+03,-71.5563
3.4060e+03,-71.0719
3.4112e+03,-68.9969
3.4164e+03,-66.9219
3.4217e+03,-72.4906
3.4269e+03,-78.0594
3.4321e+03,-74.5656
3.4373e+03,-71.0719
3.4425e+03,-71.0719
3.4477e+03,-71.0719
3.4529e+03,-69.5656
3.4581e+03,-68.0594
3.4633e+03,-71.5563
3.4685e+03,-75.05
3.4737e+03,-71.5563
3.4789e+03,-68.0594
3.4842e+03,-68.5469
3.4894e+03,-69.0312
3.4946e+03,-70.5375
3.4998e+03,-72.0406
3.5050e+03,-70.5375
3.5102e+03,-69.0312
3.5154e+03,-70.0531
3.5206e+03,-71.0719
3.5258e+03,-71.0719
3.5310e+03,-71.0719
3.5362e+03,-70.0531
3.5414e+03,-69.0312
3.5466e+03,-70.0531
3.5519e+03,-71.0719
3.5571e+03,-69.7969
3.5623e+03,-68.5187
3.5675e+03,-66.7844
3.5727e+03,-65.05
3.5779e+03,-70.05
3.5831e+03,-75.05
3.5883e+03,-73.0625
3.5935e+03,-71.0719
3.5987e+03,-69.5656
3.6039e+03,-68.0594
3.6091e+03,-68.2906
3.6144e+03,-68.5187
3.6196e+03,-69.7969
3.6248e+03,-71.0719
3.6300e+03,-69.5656
3.6352e+03,-68.0594
3.6404e+03,-73.0594
3.6456e+03,-78.0594
3.6508e+03,-73.5469
3.6560e+03,-69.0312
3.6612e+03,-72.0406
3.6664e+03,-75.05
3.6716e+03,-71.7844
3.6768e+03,-68.5187
3.6821e+03,-71.7844
3.6873e+03,-75.05
3.6925e+03,-75.05
3.6977e+03,-75.05
3.7029e+03,-71.5563
3.7081e+03,-68.0594
3.7133e+03,-73.0594
3.7185e+03,-78.0594
3.7237e+03,-72.4906
3.7289e+03,-66.9219
3.7341e+03,-69.4813
3.7393e+03,-72.0406
3.7446e+03,-73.5469
3.7498e+03,-75.05
3.7550e+03,-70.9875
3.7602e+03,-66.9219
3.7654e+03,-68.9969
3.7706e+03,-71.0719
3.7758e+03,-71.5563
3.7810e+03,-72.0406
3.7862e+03,-72.0406
3.7914e+03,-72.0406
3.7966e+03,-71.5563
3.8018e+03,-71.0719
3.8070e+03,-71.0719
3.8123e+03,-71.0719
3.8175e+03,-73.0625
3.8227e+03,-75.05
3.8279e+03,-73.0625
3.8331e+03,-71.0719
3.8383e+03,-71.5563
3.8435e+03,-72.0406
3.8487e+03,-71.5563
3.8539e+03,-71.0719
3.8591e+03,-73.0625
3.8643e+03,-75.05
3.8695e+03,-73.5469
3.8748e+03,-72.0406
3.8800e+03,-71.5563
3.8852e+03,-71.0719
3.8904e+03,-69.5656
3.8956e+03,-68.0594
3.9008e+03,-71.5563
3.9060e+03,-75.05
3.9112e+03,-75.05
3.9164e+03,-75.05
3.9216e+03,-75.05
3.9268e+03,-75.05
3.9320e+03,-75.05
3.9372e+03,-75.05
3.9425e+03,-73.0625
3.9477e+03,-71.0719
3.9529e+03,-74.5656
3.9581e+03,-78.0594
3.9633e+03,-73.0594
3.9685e+03,-68.0594
3.9737e+03,-73.0594
3.9789e+03,-78.0594
3.9841e+03,-73.0594
3.9893e+03,-68.0594
3.9945e+03,-73.0594
3.9997e+03,-78.0594
4.0050e+03,-74.5656
4.0102e+03,-71.0719
4.0154e+03,-71.0719
4.0206e+03,-71.0719
4.0258e+03,-74.5656
4.0310e+03,-78.0594
4.0362e+03,-71.7844
4.0414e+03,-65.5094
4.0466e+03,-70.2812
4.0518e+03,-75.05
4.0570e+03,-72.0406
4.0622e+03,-69.0312
4.0674e+03,-73.5469
4.0727e+03,-78.0594
4.0779e+03,-72.4906
4.0831e+03,-66.9219
4.0883e+03,-72.4906
4.0935e+03,-78.0594
4.0987e+03,-76.5563
4.1039e+03,-75.05
4.1091e+03,-72.0406
4.1143e+03,-69.0312
4.1195e+03,-70.0531
4.1247e+03,-71.0719
4.1299e+03,-71.0719
4.1352e+03,-71.0719
4.1404e+03,-70.0531
4.1456e+03,-69.0312
4.1508e+03,-67.9781
4.1560e+03,-66.9219
4.1612e+03,-70.9875
4.1664e+03,-75.05
4.1716e+03,-70.05
4.1768e+03,-65.05
4.1820e+03,-68.0625
4.1872e+03,-71.0719
4.1924e+03,-71.5563
4.1976e+03,-72.0406
4.2029e+03,-73.5469
4.2081e+03,-75.05
4.2133e+03,-70.05
4.2185e+03,-65.05
4.2237e+03,-71.5563
4.2289e+03,-78.0594
4.2341e+03,-72.4906
4.2393e+03,-66.9219
4.2445e+03,-70.9875
4.2497e+03,-75.05
4.2549e+03,-71.5563
4.2601e+03,-68.0594
4.2654e+03,-73.0594
4.2706e+03,-78.0594
4.2758e+03,-74.5656
4.2810e+03,-71.0719
4.2862e+03,-71.0719
4.2914e+03,-71.0719
4.2966e+03,-71.0719
4.3018e+03,-71.0719
4.3070e+03,-71.0719
4.3122e+03,-71.0719
4.3174e+03,-71.0719
4.3226e+03,-71.0719
4.3278e+03,-71.0719
4.3331e+03,-71.0719
4.3383e+03,-71.0719
4.3435e+03,-71.0719
4.3487e+03,-71.0719
4.3539e+03,-71.0719
4.3591e+03,-71.5563
4.3643e+03,-72.0406
4.3695e+03,-71.5563
4.3747e+03,-71.0719
4.3799e+03,-73.0625
4.3851e+03,-75.05
4.3903e+03,-73.0625
4.3956e+03,-71.0719
4.4008e+03,-71.5563
4.4060e+03,-72.0406
4.4112e+03,-71.5563
4.4164e+03,-71.0719
4.4216e+03,-71.5563
4.4268e+03,-72.0406
4.4320e+03,-72.0406
4.4372e+03,-72.0406
4.4424e+03,-73.5469
4.4476e+03,-75.05
4.4528e+03,-75.05
4.4580e+03,-75.05
4.4633e+03,-73.0625
4.4685e+03,-71.0719
4.4737e+03,-74.5656
4.4789e+03,-78.0594
4.4841e+03,-74.5656
4.4893e+03,-71.0719
4.4945e+03,-71.0719
4.4997e+03,-71.0719
4.5049e+03,-73.0625
4.5101e+03,-75.05
4.5153e+03,-73.0625
4.5205e+03,-71.0719
4.5258e+03,-73.0625
4.5310e+03,-75.05
4.5362e+03,-73.5469
4.5414e+03,-72.0406
4.5466e+03,-73.5469
4.5518e+03,-75.05
4.5570e+03,-75.05
4.5622e+03,-75.05
4.5674e+03,-73.5469
4.5726e+03,-72.0406
4.5778e+03,-73.5469
4.5830e+03,-75.05
4.5882e+03,-73.0625
4.5935e+03,-71.0719
4.5987e+03,-74.5656
4.6039e+03,-78.0594
4.6091e+03,-75.05
4.6143e+03,-72.0406
4.6195e+03,-73.5469
4.6247e+03,-75.05
4.6299e+03,-75.05
4.6351e+03,-75.05
4.6403e+03,-73.0625
4.6455e+03,-71.0719
4.6507e+03,-73.0625
4.6560e+03,-75.05
4.6612e+03,-71.7844
4.6664e+03,-68.5187
4.6716e+03,-71.7844
4.6768e+03,-75.05
4.6820e+03,-73.0625
4.6872e+03,-71.0719
4.6924e+03,-71.5563
4.6976e+03,-72.0406
4.7028e+03,-71.5563
4.7080e+03,-71.0719
4.7132e+03,-71.0719
4.7184e+03,-71.0719
4.7237e+03,-71.5563
4.7289e+03,-72.0406
4.7341e+03,-73.5469
4.7393e+03,-75.05
4.7445e+03,-73.0625
4.7497e+03,-71.0719
4.7549e+03,-74.5656
4.7601e+03,-78.0594
4.7653e+03,-74.5656
4.7705e+03,-71.0719
4.7757e+03,-71.0719
4.7809e+03,-71.0719
4.7862e+03,-73.0625
4.7914e+03,-75.05
4.7966e+03,-76.5563
4.8018e+03,-78.0594
4.8070e+03,-72.4906
4.8122e+03,-66.9219
4.8174e+03,-72.4906
4.8226e+03,-78.0594
4.8278e+03,-74.5656
4.8330e+03,-71.0719
4.8382e+03,-69.7969
4.8434e+03,-68.5187
4.8486e+03,-73.2906
4.8539e+03,-78.0594
4.8591e+03,-74.5656
4.8643e+03,-71.0719
4.8695e+03,-74.5656
4.8747e+03,-78.0594
4.8799e+03,-76.5563
4.8851e+03,-75.05
4.8903e+03,-75.05
4.8955e+03,-75.05
4.9007e+03,-73.0625
4.9059e+03,-71.0719
4.9111e+03,-73.0625
4.9164e+03,-75.05
4.9216e+03,-75.05
4.9268e+03,-75.05
4.9320e+03,-75.05
4.9372e+03,-75.05
4.9424e+03,-76.5563
4.9476e+03,-78.0594
4.9528e+03,-78.0594
4.9580e+03,-78.0594
4.9632e+03,-72.4906
4.9684e+03,-66.9219
4.9736e+03,-72.4906
4.9788e+03,-78.0594
4.9841e+03,-78.0594
4.9893e+03,-78.0594
4.9945e+03,-73.5469
4.9997e+03,-69.0312
5.0049e+03,-72.0406
5.0101e+03,-75.05
5.0153e+03,-75.05
5.0205e+03,-75.05
5.0257e+03,-71.5563
5.0309e+03,-68.0594
5.0361e+03,-68.2906
5.0413e+03,-68.5187
5.0466e+03,-71.7844
5.0518e+03,-75.05
5.0570e+03,-73.0625
5.0622e+03,-71.0719
5.0674e+03,-71.5563
5.0726e+03,-72.0406
5.0778e+03,-75.05
5.0830e+03,-78.0594
5.0882e+03,-74.5656
5.0934e+03,-71.0719
5.0986e+03,-71.0719
5.1038e+03,-71.0719
5.1090e+03,-71.5563
5.1143e+03,-72.0406
5.1195e+03,-72.0406
5.1247e+03,-72.0406
5.1299e+03,-70.5375
5.1351e+03,-69.0312
5.1403e+03,-72.0406
5.1455e+03,-75.05
5.1507e+03,-75.05
5.1559e+03,-75.05
5.1611e+03,-73.0625
5.1663e+03,-71.0719
5.1715e+03,-73.0625
5.1768e+03,-75.05
5.1820e+03,-71.5563
5.1872e+03,-68.0594
